DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200105761,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1600,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1402 0917 1266 2028 0378 0429 0416 1414 1822,31,M,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,,,600 S  BROADWAY,,34.0467,-118.252
200105762,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1100,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378,35,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105764,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1815,01,Central,0181,2,860,BATTERY WITH SEXUAL CONTACT,1402 0522 0305,24,F,C,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,998,,,CHICK HEARN,FIGUEROA,34.0437,-118.2652
200105765,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,0930,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOPE                         ST,PICO                         BL,34.0395,-118.2656
200105768,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1430,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
200105769,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,0700,01,Central,0119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1501,55,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,500    RAMIREZ                      ST,,34.0552,-118.2322
200105771,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2100,01,Central,0192,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0329 1822,27,M,O,101,STREET,,,IC,Invest Cont,330,,,,18TH                         ST,FLOWER                       ST,34.0353,-118.2698
200105772,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1700,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1414,32,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 S  FLOWER                       ST,,34.0379,-118.2682
200508100,04/09/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1500,05,Harbor,0512,1,330,BURGLARY FROM VEHICLE,1300 0344,48,M,W,101,STREET,,,IC,Invest Cont,330,,,,26300    OZONE                        AV,,33.7837,-118.3079
200105774,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2215,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,39,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH                          ST,HILL                         ST,34.0488,-118.2518
200105776,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1930,01,Central,0159,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2004 0913,35,M,B,108,PARKING LOT,113,SIMULATED GUN,AA,Adult Arrest,930,,,,7TH,MATEO,34.0346,-118.2323
200105777,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1930,01,Central,0159,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2004 0913,26,F,H,108,PARKING LOT,113,SIMULATED GUN,AA,Adult Arrest,930,,,,7TH,MATEO,34.0346,-118.2323
200105778,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1745,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105779,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1646,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105780,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0200,01,Central,0174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0305 1822 1218 1212,67,M,B,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,7TH                          ST,MAIN                         ST,34.0439,-118.2514
200105781,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1104,01,Central,0171,1,648,ARSON,,0,X,X,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,648,,,,1000 W  9TH                          ST,,34.0475,-118.2657
201110303,06/11/2020 12:00:00 AM,06/08/2020 12:00:00 AM,2000,11,Northeast,1118,1,310,BURGLARY,0344 1607,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,100    AVENUE 56,,34.1089,-118.1942
212114920,10/07/2021 12:00:00 AM,10/15/2020 12:00:00 AM,2000,21,Topanga,2137,1,121,"RAPE, FORCIBLE",0527 0519 0913 1814,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,7200    DE SOTO                      AV,,34.2011,-118.5884
200105784,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1900,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344 1605 1822 1300,27,M,F,101,STREET,,,IC,Invest Cont,330,,,,3RD                          ST,HOPE                         ST,34.0537,-118.2523
200105785,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1710,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,26,M,C,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341,,,,500 W  6TH                          ST,,34.0481,-118.2542
200105787,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1150,01,Central,0164,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,23,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,341,,,,6TH                          ST,SPRING                       ST,34.046,-118.2509
200105788,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1945,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,37,M,W,741,STAPLES CENTER *,,,IC,Invest Cont,341,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
200105789,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2117,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,31,F,W,101,STREET,,,IC,Invest Cont,330,,,,5TH                          ST,SEATON,34.0415,-118.2374
200105790,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2000,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,37,M,H,101,STREET,,,IC,Invest Cont,330,,,,SEATON,5TH,34.0415,-118.2374
200105791,01/26/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1200,01,Central,0152,1,480,BIKE - STOLEN,0344 1608 1822,31,F,W,101,STREET,,,IC,Invest Cont,480,,,,800 W  7TH                          ST,,34.0491,-118.2558
200105792,01/26/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1020,01,Central,0176,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822 0394,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 S  LOS ANGELES                  ST,,34.0433,-118.2504
200105793,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1210,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,24,F,H,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,FIGUEROA,OLYMPIC,34.045,-118.2628
200105794,01/27/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1445,01,Central,0119,2,946,OTHER MISCELLANEOUS CRIME,0910 2004 1822,0,M,W,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,946,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200105795,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1900,01,Central,0129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,25,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,JACKSON,VIGNES,34.0511,-118.2334
200105796,01/27/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1455,01,Central,0174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,38,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,7TH                          ST,MAIN                         ST,34.0445,-118.2523
200105805,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0930,01,Central,0162,2,888,TRESPASSING,1501 2004,31,M,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,888,,,,800 S  GRAND                        AV,,34.0459,-118.2579
200105807,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,0100,01,Central,0163,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0401 0416,21,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,700 S  BROADWAY,,34.0452,-118.2534
200105808,01/26/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1500,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822 0377,22,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1200 S  OLIVE                        ST,,34.0395,-118.2622
200105809,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1500,01,Central,0155,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  6TH                          ST,,34.0448,-118.2474
200105812,01/27/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1810,01,Central,0135,2,664,"BUNCO, PETTY THEFT",0344 0800 0701 1900 1916 1822,26,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,200 S  MAIN                         ST,,34.051,-118.2445
200105821,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1530,01,Central,0185,2,662,"BUNCO, GRAND THEFT",0701 0800 0344,21,F,H,102,SIDEWALK,,,IC,Invest Cont,662,,,,1200    MAPLE                        AV,,34.0388,-118.2574
200105824,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1800,01,Central,0111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1606 0344 0917 1822,33,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,600 N  SPRING                       ST,,34.0582,-118.2387
200105825,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0825,01,Central,0157,2,901,VIOLATION OF RESTRAINING ORDER,2038,50,M,W,101,STREET,,,IC,Invest Cont,901,,,,700 E  6TH                          ST,,34.0412,-118.2436
200105826,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1000,01,Central,0146,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028 1414 0913,52,F,A,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,,,,200    WINSTON                      ST,,34.0467,-118.247
200105829,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2100,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9TH                          ST,HILL                         ST,34.043,-118.2571
200105830,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1125,01,Central,0123,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1218 0913 1402 0408 2004 1814,29,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,998,,,BROADWAY                     AV,1ST                          ST,34.0524,-118.2467
200100799,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,0153,01,Central,0159,1,310,BURGLARY,0906 0329 1402 0345 1420 2004 1609,0,X,X,210,RESTAURANT/FAST FOOD,306,ROCK/THROWN OBJECT,IC,Invest Cont,310,998,,,2000 E  7TH                          ST,,34.0387,-118.2335
200105834,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1350,01,Central,0118,2,624,BATTERY - SIMPLE ASSAULT,0305 0444 0361 0913,68,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E  ANN                          ST,,34.0648,-118.2313
200517231,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1900,05,Harbor,0506,2,624,BATTERY - SIMPLE ASSAULT,1802 0913 0319 0416 1309,41,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,CARSON,HARVARD,33.8315,-118.3065
200105838,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0600,01,Central,0166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2032 1822 0377,51,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
200600544,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1000,06,Hollywood,0629,2,900,VIOLATION OF COURT ORDER,1402 2038,54,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900,998,,,5400    RED OAK                      DR,,34.1123,-118.308
201107274,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2200,11,Northeast,1148,1,330,BURGLARY FROM VEHICLE,0344,36,M,W,101,STREET,,,IC,Invest Cont,330,,,,AVENUE 50,ELDRED,34.1098,-118.2056
200105903,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0900,01,Central,0182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266,25,M,W,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1100 S  OLIVE                        ST,,34.0409,-118.2609
210211279,06/29/2021 12:00:00 AM,01/01/2020 12:00:00 AM,2000,02,Rampart,0261,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1251 1258 0913 0558,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,700 S  RAMPART                      BL,,34.0589,-118.2835
200105848,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1335,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0378,23,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105850,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0850,01,Central,0192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0324 1402,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,998,,,1300 S  OLIVE                        ST,,34.0381,-118.2629
200105854,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2140,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0429 0444 1822,32,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 W  5TH                          ST,,34.0478,-118.2484
200409340,05/29/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1230,04,Hollenbeck,0439,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2000    BARNETT                      RD,,34.0664,-118.1722
200105857,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1817,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0417,28,M,H,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  BROADWAY,,34.0481,-118.2507
200105859,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1945,01,Central,0138,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0329 1822,28,M,A,101,STREET,,,IC,Invest Cont,330,,,,3RD,CENTRAL,34.0461,-118.2395
200208234,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1900,02,Rampart,0245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6TH                          ST,ALVARADO                     ST,34.0601,-118.2761
200105861,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1200,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2024 1815 0421 0432 1251 1259 0913 0342 1912,14,M,H,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,511,VERBAL THREAT,IC,Invest Cont,930,,,,400 N  GRAND                        AV,,34.0594,-118.2452
200105862,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0030,01,Central,0111,1,210,ROBBERY,0344 0416 0444 0429 1822 1414 0377,54,F,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ALPINE,YALE                         ST,34.0632,-118.2408
200105863,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2020,01,Central,0162,1,350,"THEFT, PERSON",0344 0305 0345 1822,35,M,B,102,SIDEWALK,,,IC,Invest Cont,350,,,,700 S  GRAND                        AV,,34.0473,-118.2566
200105864,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2355,01,Central,0162,2,625,OTHER ASSAULT,0356 1822 1000,27,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,700 S  HOPE                         ST,,34.048,-118.2577
200105865,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1630,01,Central,0152,1,350,"THEFT, PERSON",0336 0346 1822 0910,53,M,O,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,350,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
200105866,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2130,01,Central,0182,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 1822,23,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,17TH,HOPE,34.042,-118.2625
200105869,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1630,01,Central,0148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0605 1822 0344 0377 1202,68,M,H,101,STREET,,,IC,Invest Cont,440,,,,4TH                          ST,CROCKER                      ST,34.0449,-118.2415
200105870,01/28/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1000,01,Central,0161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822,41,F,W,101,STREET,,,IC,Invest Cont,341,,,,9TH,FIGUEROA,34.0468,-118.2641
200105871,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0415,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344 2032 1822,45,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200105872,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1830,01,Central,0123,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,738,LIBRARY,,,IC,Invest Cont,740,,,,300 W  1ST                          ST,,34.0537,-118.2455
200105878,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1600,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200105880,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2100,01,Central,0192,1,330,BURGLARY FROM VEHICLE,0329 1822 1307 1609 0344,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,W  18TH                         ST,S  HOPE                         ST,34.0348,-118.2687
200105882,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2300,01,Central,0195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,33,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1300 S  MAIN                         ST,,34.0364,-118.2603
200105884,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1605,01,Central,0135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  LOS ANGELES                  ST,,34.0495,-118.2458
200105885,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2107,01,Central,0144,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1414 0421 1903 1912 1822,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,400 S  SPRING                       ST,,34.0488,-118.2483
200404630,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2130,04,Hollenbeck,0471,1,330,BURGLARY FROM VEHICLE,0344 1302 0329,27,M,O,101,STREET,,,IC,Invest Cont,330,,,,PECAN,4TH,34.0425,-118.2217
200105891,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1400,01,Central,0171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,M,A,503,HOTEL,,,IC,Invest Cont,341,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
200219185,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1930,02,Rampart,0248,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 0447,30,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,1400 W  3RD                          ST,,34.0583,-118.2616
200105898,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1005,01,Central,0192,2,888,TRESPASSING,1822,0,X,X,701,HOSPITAL,,,IC,Invest Cont,888,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
200121195,11/18/2020 12:00:00 AM,09/01/2020 12:00:00 AM,1200,01,Central,0155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,845,,,,200 E  6TH                          ST,,34.0448,-118.2474
200105905,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0810,01,Central,0154,1,761,BRANDISH WEAPON,0334 1402 2004 2003 1822,0,M,H,101,STREET,308,STICK,IC,Invest Cont,761,998,,,100 E  6TH                          ST,,34.046,-118.2493
200105906,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1045,01,Central,0162,2,888,TRESPASSING,2004 1501,37,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,888,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
200105907,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1645,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,63,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
200105909,01/28/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1200,01,Central,0135,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501 1822,48,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,300 S  LOS ANGELES                  ST,,34.0495,-118.2458
200105910,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2000,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 1822 0329 1307 1609 1414,61,M,W,101,STREET,,,IC,Invest Cont,330,,,,800 N  BROADWAY,,34.0623,-118.2383
200105911,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1530,01,Central,0146,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822 2028,0,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,200    WINSTON                      ST,,34.0467,-118.247
200105912,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2030,01,Central,0105,1,330,BURGLARY FROM VEHICLE,0344 1414 0329 1822 1307 1609,72,M,H,101,STREET,,,IC,Invest Cont,330,,,,1000 N  BROADWAY,,34.0714,-118.2329
200105913,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1630,01,Central,0176,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,23,F,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 E  8TH                          ST,,34.0394,-118.2496
200105914,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1345,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0344,41,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200512066,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,0750,05,Harbor,0585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2003 0561 0913 0602 1202 1402 0416,60,F,B,501,SINGLE FAMILY DWELLING,311,HAMMER,AA,Adult Arrest,230,998,,,600 W  23RD                         ST,,33.7234,-118.2907
200105920,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1320,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0910 1202,73,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
